City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
262,Olafsvik,IS,2021-12-05 22:59:22,64.8945,-23.7142,41.23,90,100,7.11,overcast clouds
263,Miles City,US,2021-12-05 22:55:10,46.4083,-105.8406,20.37,68,40,24.16,scattered clouds
264,Puerto Madryn,AR,2021-12-05 22:59:22,-42.7692,-65.0385,67.64,50,7,18.32,clear sky
265,Sola,VU,2021-12-05 22:59:23,-13.8833,167.55,83.07,79,90,0.0,overcast clouds
266,Mahibadhoo,MV,2021-12-05 22:59:23,3.7833,72.9667,82.17,73,33,13.18,scattered clouds
267,Arcachon,FR,2021-12-05 22:59:23,44.5875,-1.0519,46.45,76,75,6.91,broken clouds
268,Svetlogorsk,BY,2021-12-05 22:59:24,52.6333,29.7333,29.82,92,100,5.03,overcast clouds
269,Aykhal,RU,2021-12-05 22:59:24,66.0,111.5,-26.59,100,98,7.38,overcast clouds
270,Maceio,BR,2021-12-05 22:59:24,-9.6658,-35.7353,76.44,94,75,1.14,broken clouds
271,Cayenne,GF,2021-12-05 22:59:24,4.9333,-52.3333,77.09,90,96,3.44,overcast clouds
272,Pangnirtung,CA,2021-12-05 22:59:25,66.1451,-65.7125,7.74,97,100,6.91,light snow
273,Hobyo,SO,2021-12-05 22:58:00,5.3505,48.5268,78.42,77,16,15.64,few clouds
274,Coruripe,BR,2021-12-05 22:57:06,-10.1256,-36.1756,77.88,83,79,11.59,broken clouds
275,Belle Fourche,US,2021-12-05 22:57:21,44.6714,-103.8522,27.25,53,99,24.23,overcast clouds
276,Santiago Del Estero,AR,2021-12-05 22:59:25,-27.7951,-64.2615,82.8,43,35,3.47,scattered clouds
277,Bukama,CD,2021-12-05 23:00:26,-9.2,25.85,69.73,87,83,2.64,broken clouds
278,Viedma,AR,2021-12-05 23:00:26,-40.8135,-62.9967,72.45,33,0,18.59,clear sky
279,Te Anau,NZ,2021-12-05 22:58:09,-45.4167,167.7167,49.57,69,80,5.5,broken clouds
280,Issoudun,FR,2021-12-05 23:00:27,47.0,1.8333,41.65,93,90,11.5,overcast clouds
281,Launceston,AU,2021-12-05 23:00:27,-41.45,147.1667,63.61,68,90,4.0,overcast clouds
282,Kinlochleven,GB,2021-12-05 23:00:27,56.7115,-4.9661,38.75,89,84,4.59,broken clouds
283,Rorvik,NO,2021-12-05 23:00:28,64.8621,11.2373,20.16,78,0,22.55,clear sky
284,Lasa,IT,2021-12-05 23:00:28,46.6166,10.7002,30.61,92,95,5.59,overcast clouds
285,Xai-Xai,MZ,2021-12-05 23:00:28,-25.0519,33.6442,79.86,58,74,8.9,broken clouds
286,Amapa,BR,2021-12-05 22:56:48,1.0,-52.0,73.09,98,95,2.08,overcast clouds
287,Eureka,US,2021-12-05 23:00:29,40.8021,-124.1637,54.57,84,70,3.0,broken clouds
288,Santa Luzia,BR,2021-12-05 23:00:29,-19.7697,-43.8514,67.26,89,29,4.45,scattered clouds
289,Camacha,PT,2021-12-05 23:00:29,33.0833,-16.3333,62.02,63,75,13.8,broken clouds
290,Bitung,ID,2021-12-05 23:00:30,1.4451,125.1824,77.85,80,96,5.35,overcast clouds
291,Pemangkat,ID,2021-12-05 22:57:07,1.1667,108.9667,79.45,81,100,9.64,overcast clouds
292,Lompoc,US,2021-12-05 22:58:52,34.6391,-120.4579,81.01,36,0,15.43,clear sky
293,Lebu,CL,2021-12-05 23:00:30,-37.6167,-73.65,61.21,74,0,14.38,clear sky
294,Oussouye,SN,2021-12-05 23:00:31,12.485,-16.5469,75.45,65,99,5.44,overcast clouds
295,Coahuayana,MX,2021-12-05 23:00:31,18.7333,-103.6833,83.75,65,97,3.56,overcast clouds
296,Chengdu,CN,2021-12-05 23:00:00,30.6667,104.0667,53.49,71,40,4.47,mist
297,Clyde River,CA,2021-12-05 23:00:31,70.4692,-68.5914,6.94,93,100,24.25,light snow
298,Skelmersdale,GB,2021-12-05 23:00:32,53.5502,-2.7735,39.78,89,100,2.57,overcast clouds
299,Tessalit,ML,2021-12-05 23:00:32,20.1986,1.0114,66.69,16,66,8.55,broken clouds
300,Nurota,UZ,2021-12-05 23:00:32,40.5614,65.6886,35.69,79,2,5.44,clear sky
301,Izumo,JP,2021-12-05 23:00:33,35.3667,132.7667,43.7,78,15,4.29,few clouds
302,Tezu,IN,2021-12-05 23:00:33,27.9167,96.1667,64.22,60,91,3.06,overcast clouds
303,Dovolnoye,RU,2021-12-05 23:00:34,54.4958,79.6671,23.25,91,93,8.48,overcast clouds
304,Sao Joao Da Barra,BR,2021-12-05 23:00:34,-21.6403,-41.0511,75.6,85,32,14.14,scattered clouds
305,Gamba,GA,2021-12-05 23:00:34,-2.65,10.0,78.66,88,100,4.74,light rain
306,Deputatskiy,RU,2021-12-05 23:00:35,69.3,139.9,-24.68,97,100,2.91,overcast clouds
307,Bahia Blanca,AR,2021-12-05 22:56:18,-38.7196,-62.2724,73.06,49,0,7.74,clear sky
308,Ayr,GB,2021-12-05 23:00:35,55.4627,-4.6339,34.32,93,20,6.91,few clouds
309,Agadez,NE,2021-12-05 23:00:36,19.75,10.25,60.24,22,44,5.03,scattered clouds
310,Baracoa,CU,2021-12-05 23:00:36,20.3467,-74.4958,77.65,88,55,9.42,broken clouds
311,Hearst,CA,2021-12-05 23:00:36,49.6835,-83.6665,16.16,93,100,5.7,overcast clouds
312,Haines Junction,CA,2021-12-05 23:00:37,60.7522,-137.5108,0.66,99,100,2.13,overcast clouds
313,Kijang,KR,2021-12-05 23:00:34,35.2442,129.2139,40.73,67,30,3.58,scattered clouds
314,Gejiu,CN,2021-12-05 23:00:37,23.306,103.1635,38.91,93,4,2.46,clear sky
315,Adrar,MR,2021-12-05 23:00:37,20.5022,-10.0711,61.5,13,100,10.47,overcast clouds
316,Oil City,US,2021-12-05 23:00:38,41.4339,-79.7064,48.29,51,90,1.99,overcast clouds
317,Eenhana,NA,2021-12-05 23:00:38,-17.4667,16.3333,68.16,81,18,0.63,moderate rain
318,Charyshskoye,RU,2021-12-05 23:00:38,51.3978,83.5598,23.67,81,100,4.56,overcast clouds
319,Srednekolymsk,RU,2021-12-05 22:56:04,67.45,153.6833,-48.75,100,73,4.61,broken clouds
320,Riyadh,SA,2021-12-05 23:00:02,24.6877,46.7219,61.88,35,4,2.89,clear sky
321,Ugoofaaru,MV,2021-12-05 23:00:39,5.6667,73.0,81.88,75,46,9.75,scattered clouds
322,Cookeville,US,2021-12-05 23:01:39,36.1628,-85.5016,65.55,80,90,1.99,overcast clouds
323,Iqaluit,CA,2021-12-05 23:01:39,63.7506,-68.5145,9.7,72,100,13.0,overcast clouds
324,Altea,ES,2021-12-05 23:00:01,38.5989,-0.0514,54.3,56,10,14.09,clear sky
325,Port Lavaca,US,2021-12-05 23:01:40,28.615,-96.6261,78.85,85,75,12.66,broken clouds
326,Bengkulu,ID,2021-12-05 23:01:40,-3.8004,102.2655,74.98,88,94,6.49,overcast clouds
327,Inhambane,MZ,2021-12-05 23:01:40,-23.865,35.3833,77.05,85,0,9.69,clear sky
328,Raudeberg,NO,2021-12-05 22:59:22,61.9875,5.1352,36.19,75,100,5.01,overcast clouds
329,Ayorou,NE,2021-12-05 23:01:41,14.7308,0.9174,76.95,12,4,8.48,clear sky
330,Ankazoabo,MG,2021-12-05 23:01:41,-22.2833,44.5167,79.11,48,91,2.51,overcast clouds
331,San Luis,AR,2021-12-05 23:01:05,-33.295,-66.3356,72.37,63,54,15.75,broken clouds
332,Peniche,PT,2021-12-05 23:01:42,39.3558,-9.3811,56.62,74,91,17.09,overcast clouds
333,Te Horo,NZ,2021-12-05 23:01:42,-40.8084,175.1233,66.85,94,100,1.01,light rain
334,Ayyampettai,IN,2021-12-05 23:01:42,10.9014,79.1798,75.76,93,43,3.53,scattered clouds
335,Kulhudhuffushi,MV,2021-12-05 23:01:43,6.6221,73.07,81.12,75,47,8.39,scattered clouds
336,Lewiston,US,2021-12-05 23:01:43,44.1003,-70.2148,32.63,69,1,0.0,clear sky
337,Rancho Cordova,US,2021-12-05 23:01:43,38.5891,-121.3027,76.26,82,90,4.61,overcast clouds
338,Beira,MZ,2021-12-05 23:01:44,-19.8436,34.8389,78.53,84,0,8.7,clear sky
339,Karratha,AU,2021-12-05 23:01:01,-20.7377,116.8463,87.13,31,30,15.86,moderate rain
340,Sovetskiy,RU,2021-12-05 23:01:44,61.3614,63.5842,-2.72,96,99,3.47,light snow
341,Comodoro Rivadavia,AR,2021-12-05 23:01:44,-45.8667,-67.5,61.88,58,38,17.9,scattered clouds
342,Camopi,GF,2021-12-05 23:01:45,3.1655,-52.3158,73.27,99,100,1.97,overcast clouds
343,Kerema,PG,2021-12-05 23:01:45,-7.9631,145.7785,81.99,72,83,4.36,broken clouds
344,Lahat,ID,2021-12-05 23:01:45,-3.8,103.5333,71.69,97,100,1.79,overcast clouds
345,Daru,PG,2021-12-05 23:01:46,-9.0763,143.2092,82.06,75,100,1.54,overcast clouds
346,Tyumentsevo,RU,2021-12-05 23:01:46,53.3224,81.498,22.6,90,100,6.71,overcast clouds
347,Guasdualito,VE,2021-12-05 23:01:46,7.2424,-70.7324,87.8,62,87,3.44,overcast clouds
348,Thinadhoo,MV,2021-12-05 23:01:46,0.5333,72.9333,81.55,78,100,17.43,overcast clouds
349,La Ronge,CA,2021-12-05 23:01:47,55.1001,-105.2842,-9.9,89,86,8.05,overcast clouds
350,Pingliang,CN,2021-12-05 23:01:47,35.5392,106.6861,33.22,35,2,4.05,clear sky
351,Vila Franca Do Campo,PT,2021-12-05 23:01:47,37.7167,-25.4333,64.2,85,37,3.8,scattered clouds
352,Nalut,LY,2021-12-05 23:01:48,30.3333,10.85,46.78,36,0,9.66,clear sky
353,Cilaos,RE,2021-12-05 23:01:48,-21.1336,55.4719,63.1,77,65,2.06,broken clouds
354,Biltine,TD,2021-12-05 23:01:48,14.5333,20.9167,75.15,21,4,9.84,clear sky
355,Anadyr,RU,2021-12-05 22:59:33,64.75,177.4833,1.9,84,90,31.0,heavy snow
356,Megion,RU,2021-12-05 23:01:49,61.0296,76.1136,0.01,98,96,4.83,overcast clouds
357,Kaeo,NZ,2021-12-05 23:01:49,-35.1,173.7833,78.33,77,41,8.61,scattered clouds
358,Geraldton,AU,2021-12-05 23:01:49,-28.7667,114.6,72.12,77,1,9.22,clear sky
359,Jardim,BR,2021-12-05 22:59:40,-21.4803,-56.1381,85.84,39,97,6.02,overcast clouds
360,Roma,US,2021-12-05 22:57:25,43.2128,-75.4557,40.12,77,100,5.01,overcast clouds
361,Itaueira,BR,2021-12-05 23:01:50,-7.6033,-43.0256,76.84,75,36,2.06,scattered clouds
362,Deogarh,IN,2021-12-05 23:01:50,21.5333,84.7333,67.39,96,100,2.93,overcast clouds
363,Vostok,RU,2021-12-05 23:01:51,46.4856,135.8833,22.21,94,51,5.99,broken clouds
364,Talnakh,RU,2021-12-05 23:01:51,69.4865,88.3972,-16.8,99,100,13.47,snow
365,Agirish,RU,2021-12-05 23:01:51,61.9247,63.0231,-4.81,96,100,2.95,overcast clouds
366,Aklavik,CA,2021-12-05 23:01:52,68.2191,-135.0107,-15.52,88,11,8.41,few clouds
367,Male,MV,2021-12-05 23:01:52,4.1748,73.5089,81.93,73,15,12.19,few clouds
368,San Cristobal,VE,2021-12-05 23:01:52,7.7669,-72.225,68.95,74,75,2.01,broken clouds
369,Ponta Delgada,PT,2021-12-05 23:01:52,37.7333,-25.6667,64.51,63,75,3.44,broken clouds
370,Moerai,PF,2021-12-05 23:01:53,-22.4333,-151.3333,77.99,79,87,14.7,light rain
371,Imperial,US,2021-12-05 23:02:53,33.0334,-115.4175,88.09,13,0,5.12,clear sky
372,Madera,US,2021-12-05 23:02:42,37.1666,-119.8343,76.08,53,7,3.06,clear sky
373,Los Llanos De Aridane,ES,2021-12-05 23:02:54,28.6585,-17.9182,63.12,65,75,11.01,broken clouds
374,Paciran,ID,2021-12-05 23:02:54,-6.8767,112.3761,78.55,80,100,8.1,overcast clouds
375,Saint George,US,2021-12-05 23:02:54,37.1041,-113.5841,72.36,23,1,1.99,clear sky
376,Gari,RU,2021-12-05 23:02:55,59.4307,62.3497,3.67,93,87,3.49,light snow
377,Xining,CN,2021-12-05 23:02:55,36.6167,101.7667,24.48,43,5,0.4,clear sky
378,Tulum,MX,2021-12-05 23:02:56,20.2167,-87.4667,78.98,87,17,4.99,few clouds
379,Bani,DO,2021-12-05 23:02:56,18.2833,-70.3333,78.85,76,18,11.14,few clouds
380,Kortkeros,RU,2021-12-05 23:02:56,61.8106,51.5806,-11.2,98,14,2.64,few clouds
381,Maua,BR,2021-12-05 23:02:57,-23.6678,-46.4614,70.36,79,75,6.11,broken clouds
382,Funtua,NG,2021-12-05 23:02:57,11.5233,7.3081,69.21,26,27,9.24,scattered clouds
383,Tual,ID,2021-12-05 23:02:57,-5.6667,132.75,82.44,78,99,13.87,light rain
384,Aksha,RU,2021-12-05 23:02:58,50.2814,113.2867,12.45,84,14,5.32,few clouds
385,Filadelfia,US,2021-12-05 23:00:10,39.9523,-75.1638,49.69,63,89,3.0,overcast clouds
386,Vila,PT,2021-12-05 22:58:07,42.0304,-8.1588,42.33,82,86,3.51,overcast clouds
387,Killam,CA,2021-12-05 23:02:58,52.7834,-111.8518,-0.18,92,58,5.66,broken clouds
388,Westport,US,2021-12-05 23:01:09,41.1415,-73.3579,45.75,63,91,8.01,overcast clouds
389,Marshall,US,2021-12-05 23:02:59,34.3834,-86.3333,68.49,71,1,5.75,clear sky
390,Upata,VE,2021-12-05 23:02:59,8.0086,-62.3989,73.42,80,67,5.21,broken clouds
391,Destin,US,2021-12-05 23:02:59,30.3935,-86.4958,70.43,85,40,6.91,scattered clouds
392,Nouakchott,MR,2021-12-05 23:02:59,18.0858,-15.9785,76.93,28,100,11.54,overcast clouds
393,Tallahassee,US,2021-12-05 23:00:06,30.4383,-84.2807,66.52,90,7,5.17,clear sky
394,Gigmoto,PH,2021-12-05 23:02:06,13.7796,124.39,76.68,82,100,13.71,overcast clouds
395,Saint-Louis,SN,2021-12-05 23:03:00,16.3333,-15.0,83.26,12,100,9.08,overcast clouds
396,Caconde,BR,2021-12-05 23:03:01,-21.5294,-46.6439,66.85,92,76,2.37,broken clouds
397,Port Augusta,AU,2021-12-05 23:03:01,-32.5,137.7667,76.71,59,93,4.81,overcast clouds
398,Jiaocheng,CN,2021-12-05 23:03:01,24.6774,116.1389,45.25,75,0,3.56,clear sky
399,Preili,LV,2021-12-05 23:03:02,56.2944,26.7246,7.65,95,95,8.41,overcast clouds
400,Acarigua,VE,2021-12-05 22:59:25,9.5545,-69.1956,87.51,52,26,4.88,scattered clouds
401,Calvinia,ZA,2021-12-05 23:03:02,-31.4707,19.776,54.05,86,12,5.21,few clouds
402,Sorland,NO,2021-12-05 23:03:03,67.667,12.6934,26.83,65,76,10.69,broken clouds
403,Lakatoro,VU,2021-12-05 23:03:03,-16.0999,167.4164,83.64,70,20,7.61,few clouds
404,Atambua,ID,2021-12-05 23:03:03,-9.1061,124.8925,77.32,84,93,2.35,overcast clouds
405,Ostersund,SE,2021-12-05 23:00:54,63.1792,14.6357,10.85,79,90,9.22,overcast clouds
406,El Colomo,MX,2021-12-05 23:03:04,19.05,-104.25,87.78,70,100,3.74,overcast clouds
407,Sioux Lookout,CA,2021-12-05 23:03:04,50.1001,-91.917,21.58,95,100,5.23,overcast clouds
408,Brae,GB,2021-12-05 23:01:57,60.3964,-1.353,40.91,62,78,8.14,broken clouds
409,Trelew,AR,2021-12-05 23:03:04,-43.249,-65.3051,69.17,42,11,17.22,few clouds
410,Kozachi Laheri,UA,2021-12-05 23:03:05,46.7037,32.9776,38.89,83,100,7.85,overcast clouds
411,Coaldale,CA,2021-12-05 23:03:05,49.7167,-112.6185,9.16,80,100,2.21,overcast clouds
412,Atar,MR,2021-12-05 23:02:17,20.5169,-13.0499,69.6,15,100,10.31,overcast clouds
413,Argir,FO,2021-12-05 23:03:06,61.9959,-6.7715,38.37,62,63,18.3,broken clouds
414,Polson,US,2021-12-05 23:04:06,47.6936,-114.1632,32.72,46,11,6.71,few clouds
415,Laguna,US,2021-12-05 23:04:06,38.421,-121.4238,67.64,82,75,3.44,broken clouds
416,Ipixuna,BR,2021-12-05 23:04:07,-1.7625,-48.8043,75.15,91,88,2.21,overcast clouds
417,Grand Gaube,MU,2021-12-05 23:04:07,-20.0064,57.6608,78.39,70,7,4.0,clear sky
418,Dabola,GN,2021-12-05 23:04:07,10.75,-11.1167,73.33,29,3,2.59,clear sky
419,Kribi,CM,2021-12-05 23:04:07,2.95,9.9167,79.45,87,100,7.05,overcast clouds
420,Kalamare,BW,2021-12-05 23:04:08,-22.9337,26.5703,66.65,84,100,7.25,overcast clouds
421,Alyangula,AU,2021-12-05 23:04:08,-13.8483,136.4192,85.78,64,94,3.44,overcast clouds
422,Genhe,CN,2021-12-05 23:04:08,50.7833,121.5167,-0.76,98,94,3.89,overcast clouds
423,College,US,2021-12-05 23:04:09,64.8569,-147.8028,8.29,76,75,3.44,broken clouds
424,Kinsale,IE,2021-12-05 23:04:09,51.7075,-8.5306,46.24,87,75,8.05,broken clouds
425,Montepuez,MZ,2021-12-05 23:04:09,-13.1256,38.9997,71.98,88,99,5.44,overcast clouds
426,Mount Gambier,AU,2021-12-05 23:04:10,-37.8333,140.7667,68.22,37,74,6.96,broken clouds
427,Rivadavia,AR,2021-12-05 23:04:10,-33.1905,-68.4608,80.76,35,23,8.77,few clouds
428,Abnub,EG,2021-12-05 23:04:10,27.2696,31.1511,58.48,60,99,5.5,overcast clouds
429,Kawalu,ID,2021-12-05 23:04:11,-7.3817,108.2082,73.8,91,100,2.21,overcast clouds
430,Bakel,SN,2021-12-05 23:04:11,14.905,-12.4568,81.19,13,97,12.01,overcast clouds
431,Yanam,IN,2021-12-05 23:04:11,16.7333,82.2167,74.43,94,7,3.4,clear sky
432,Ostrovnoy,RU,2021-12-05 23:04:12,68.0531,39.5131,9.59,73,83,23.38,broken clouds
433,Caruray,PH,2021-12-05 23:04:12,10.3094,119.0128,77.49,81,50,8.28,scattered clouds
434,Guiratinga,BR,2021-12-05 23:04:12,-16.3494,-53.7583,76.24,82,87,3.2,overcast clouds
435,Ekhabi,RU,2021-12-05 23:04:13,53.5102,142.9671,6.78,96,86,5.17,overcast clouds
436,Denpasar,ID,2021-12-05 23:04:13,-8.65,115.2167,76.71,94,75,24.16,thunderstorm with rain
437,Cabra,ES,2021-12-05 23:04:13,37.4725,-4.4421,47.64,81,3,2.42,clear sky
438,Luderitz,NA,2021-12-05 23:04:14,-26.6481,15.1594,60.75,88,0,10.04,clear sky
439,Berdigestyakh,RU,2021-12-05 23:04:14,62.0989,126.6992,-9.71,92,100,7.87,overcast clouds
440,Sibu,MY,2021-12-05 23:04:14,2.3,111.8167,73.29,100,100,0.92,light rain
441,Mazatlan,MX,2021-12-05 23:02:13,23.2167,-106.4167,79.02,77,75,3.0,broken clouds
442,Ulaanbaatar,MN,2021-12-05 23:04:15,47.9077,106.8832,10.74,81,4,5.1,clear sky
443,Nichinan,JP,2021-12-05 23:04:15,31.6,131.3667,52.14,76,86,7.11,overcast clouds
444,Talaya,RU,2021-12-05 23:04:16,61.3833,152.75,-42.03,100,69,1.01,broken clouds
445,Kushmurun,KZ,2021-12-05 23:04:16,52.4503,64.6311,23.58,88,100,9.22,overcast clouds
446,Kang,BW,2021-12-05 23:04:16,-23.6752,22.7876,68.68,76,69,5.14,broken clouds
447,Richards Bay,ZA,2021-12-05 23:03:54,-28.783,32.0377,76.96,75,96,14.88,overcast clouds
448,Kysyl-Syr,RU,2021-12-05 23:04:17,63.8986,122.7617,-29.6,96,47,5.77,scattered clouds
449,Tahta,EG,2021-12-05 23:04:17,26.7693,31.5021,58.75,57,100,5.3,overcast clouds
450,Kosjeric,RS,2021-12-05 23:04:18,43.9961,19.9069,38.55,99,100,0.83,light rain
451,Dolores,AR,2021-12-05 23:00:02,-36.3132,-57.6792,61.95,92,91,7.96,overcast clouds
452,Sao Paulo De Olivenca,BR,2021-12-05 23:04:18,-3.3783,-68.8725,74.89,98,94,2.62,overcast clouds
453,Zhoucheng,CN,2021-12-05 23:04:19,35.9122,116.3117,38.39,62,40,1.52,scattered clouds
454,Zaysan,KZ,2021-12-05 23:04:19,47.4667,84.8667,19.31,85,95,1.05,overcast clouds
455,Arak,IR,2021-12-05 23:04:19,34.0917,49.6892,40.98,26,15,4.16,few clouds
456,Saint-Pierre,RE,2021-12-05 23:03:56,-21.3393,55.4781,76.64,73,0,4.61,clear sky
457,Panguna,PG,2021-12-05 23:04:20,-6.3164,155.4848,75.96,83,100,3.83,overcast clouds
458,Ust-Kuyga,RU,2021-12-05 23:04:20,70.0167,135.6,-24.59,100,100,3.15,overcast clouds
459,Asau,RO,2021-12-05 23:04:20,46.4333,26.4,33.96,82,93,3.33,overcast clouds
460,Verkhnevilyuysk,RU,2021-12-05 23:04:20,63.4453,120.3167,-29.47,94,27,5.32,scattered clouds
461,Aqtobe,KZ,2021-12-05 23:04:21,50.2797,57.2072,26.69,86,75,8.95,broken clouds
462,Gibara,CU,2021-12-05 23:05:21,21.1097,-76.1317,79.92,84,100,14.61,overcast clouds
463,Solnechnyy,RU,2021-12-05 23:05:21,50.7214,136.6319,10.8,94,97,4.63,overcast clouds
464,Kollo,NE,2021-12-05 23:05:22,13.3043,2.339,76.26,14,2,8.63,clear sky
465,Tautira,PF,2021-12-05 23:01:51,-17.7333,-149.15,86.02,74,80,16.37,broken clouds
466,Mglin,RU,2021-12-05 23:05:22,53.0591,32.8475,26.87,89,100,6.49,overcast clouds
467,Isla Vista,US,2021-12-05 23:05:23,34.4133,-119.861,83.07,56,1,5.75,clear sky
468,Veraval,IN,2021-12-05 23:05:23,20.9,70.3667,72.32,60,0,11.36,clear sky
469,Manakara,MG,2021-12-05 23:05:23,-22.1333,48.0167,74.23,93,4,6.46,light rain
470,Quatre Cocos,MU,2021-12-05 23:04:23,-20.2078,57.7625,78.1,71,28,11.77,scattered clouds
471,Acapulco,MX,2021-12-05 23:02:31,16.8634,-99.8901,84.02,74,1,5.75,clear sky
472,Karmala,IN,2021-12-05 23:05:24,18.4167,75.2,70.32,62,33,4.7,scattered clouds
473,Carbonia,IT,2021-12-05 23:05:24,39.1672,8.5222,43.99,75,100,17.54,light rain
474,Nome,US,2021-12-05 23:03:34,64.5011,-165.4064,32.07,87,90,26.46,light snow
475,Monroe,US,2021-12-05 23:05:25,43.1501,-77.6831,39.58,64,90,13.8,overcast clouds
476,Cutro,IT,2021-12-05 23:05:25,39.0353,16.9819,51.06,78,28,13.15,scattered clouds
477,Ono,JP,2021-12-05 23:05:25,34.85,134.9333,49.14,64,94,2.26,overcast clouds
478,Atasu,KZ,2021-12-05 23:01:51,48.6814,71.6433,31.71,98,100,6.58,light snow
479,Samarai,PG,2021-12-05 23:05:26,-10.6167,150.6667,83.43,73,99,9.62,overcast clouds
480,Araouane,ML,2021-12-05 23:05:26,18.9048,-3.5265,62.91,14,62,11.16,broken clouds
481,Xiongzhou,CN,2021-12-05 23:05:26,25.1167,114.3,44.6,67,0,1.45,clear sky
482,Moses Lake,US,2021-12-05 23:05:27,47.1301,-119.2781,38.61,41,1,3.44,clear sky
483,Coshocton,US,2021-12-05 23:03:04,40.272,-81.8596,52.52,63,99,1.01,overcast clouds
484,Pailitas,CO,2021-12-05 23:05:27,8.9565,-73.6255,79.74,80,76,2.62,broken clouds
485,Cockburn Town,TC,2021-12-05 23:05:27,21.4612,-71.1419,80.62,77,67,21.63,broken clouds
486,Nemuro,JP,2021-12-05 23:05:28,43.3236,145.575,38.12,73,3,15.3,clear sky
487,Vestmannaeyjar,IS,2021-12-05 23:03:11,63.4427,-20.2734,44.76,77,100,19.22,overcast clouds
488,Lidingo,SE,2021-12-05 23:05:28,59.3667,18.1833,21.09,83,90,6.91,light snow
489,Lanzhou,CN,2021-12-05 23:05:29,36.0564,103.7922,35.06,34,5,1.23,clear sky
490,Plouzane,FR,2021-12-05 23:05:29,48.3833,-4.6167,44.78,73,90,1.14,overcast clouds
491,Barabinsk,RU,2021-12-05 23:05:29,55.3571,78.357,24.42,91,81,12.28,broken clouds
492,Archidona,ES,2021-12-05 23:05:30,37.0965,-4.3887,49.37,84,4,4.21,clear sky
493,Fortuna,US,2021-12-05 23:05:30,40.5982,-124.1573,54.32,91,90,1.01,overcast clouds
494,Jalalabad,AF,2021-12-05 23:05:30,34.4265,70.4515,53.38,68,26,0.54,scattered clouds
495,Nuevo Imperial,PE,2021-12-05 23:05:31,-13.0754,-76.3172,67.39,84,100,3.85,overcast clouds
496,Kenai,US,2021-12-05 23:05:31,60.5544,-151.2583,19.15,92,90,8.05,snow
497,San Ramon,US,2021-12-05 23:05:31,37.7799,-121.978,65.3,74,1,3.0,haze
498,Disna,BY,2021-12-05 23:05:32,55.568,28.1971,17.49,95,100,7.61,overcast clouds
499,Pandamatenga,BW,2021-12-05 23:05:32,-18.5278,25.627,73.87,59,100,6.38,overcast clouds
500,Alpena,US,2021-12-05 23:05:32,45.0617,-83.4327,32.18,96,90,11.01,snow
501,Hazorasp,UZ,2021-12-05 23:05:33,41.3194,61.0742,30.04,79,18,8.93,few clouds
502,Bud,US,2021-12-05 23:05:33,39.447,-86.1758,57.88,92,100,15.35,overcast clouds
503,Reconquista,AR,2021-12-05 23:05:33,-29.15,-59.65,82.02,42,12,8.03,few clouds
504,Lev Tolstoy,RU,2021-12-05 23:06:34,53.2134,39.446,21.56,70,100,4.83,overcast clouds
505,Bethanien,NA,2021-12-05 23:06:34,-26.502,17.1583,58.41,59,0,6.42,clear sky
506,Beringovskiy,RU,2021-12-05 23:06:35,63.05,179.3167,6.84,81,100,35.99,overcast clouds
507,Kuah,MY,2021-12-05 23:06:35,6.3265,99.8432,78.1,71,78,14.45,broken clouds
508,Agropoli,IT,2021-12-05 23:06:35,40.3469,14.9966,49.28,86,100,5.79,overcast clouds
509,Mitsamiouli,KM,2021-12-05 23:03:31,-11.3847,43.2844,80.82,76,20,11.95,few clouds
510,Krasnoselkup,RU,2021-12-05 23:06:36,65.7,82.4667,-35.34,100,30,3.6,scattered clouds
511,Bethel,US,2021-12-05 23:05:42,41.3712,-73.414,43.16,53,75,4.61,broken clouds
512,Srandakan,ID,2021-12-05 23:06:36,-7.9386,110.2506,65.73,90,99,5.23,light rain
513,Fukue,JP,2021-12-05 23:06:36,32.6881,128.8419,57.38,61,100,6.24,overcast clouds
514,Marzuq,YE,2021-12-05 23:06:37,14.4,46.4667,59.81,39,3,1.83,clear sky
515,Hambantota,LK,2021-12-05 23:05:16,6.1241,81.1185,77.05,89,9,7.05,clear sky
516,Itarema,BR,2021-12-05 23:06:37,-2.9248,-39.9167,80.91,80,8,16.58,clear sky
517,Katherine,AU,2021-12-05 23:06:38,-14.4667,132.2667,79.12,83,75,10.36,broken clouds
518,Southbridge,US,2021-12-05 23:06:38,42.0751,-72.0334,38.52,60,99,1.99,overcast clouds
519,Liverpool,GB,2021-12-05 23:06:38,53.4106,-2.9779,39.18,90,75,1.01,broken clouds
520,Shenjiamen,CN,2021-12-05 23:05:25,29.9576,122.298,54.84,68,0,7.56,clear sky
521,Yerbogachen,RU,2021-12-05 23:06:39,61.2767,108.0108,-23.57,100,92,2.46,overcast clouds
522,Wegrow,PL,2021-12-05 23:06:39,52.3995,22.0163,35.55,90,100,5.79,overcast clouds
523,Manavadar,IN,2021-12-05 23:06:39,21.5,70.1333,70.02,57,0,8.14,clear sky
524,Sioux Falls,US,2021-12-05 23:06:40,43.55,-96.7003,34.97,57,90,29.93,overcast clouds
525,Ranfurly,NZ,2021-12-05 23:06:40,-45.1333,170.1,39.07,89,100,5.53,overcast clouds
